order_id,quantity,item_name,choice_description,item_price,item_price_zscore,choice_description_code,num_customizations,has_special_characters_item_name,total_price,calculated_total_price
21,1,izze,blackberry,3.39,-1.4946344740605566,6,1,False,3.39,3.39
22,1,steak burrito,fresh tomato salsa mild roasted chili corn salsa medium tomatillored chili salsa hot black beans rice sour cream,8.99,-0.013101051867380776,904,6,False,8.99,8.99
23,1,steak burrito,roasted chili corn salsa medium rice fajita veggies cheese sour cream lettuce,8.99,-0.013101051867380776,414,6,False,8.99,8.99
23,1,canned soda,mountain dew,2.18,-1.8147515170701536,359,1,False,2.18,2.18
24,1,chicken burrito,roasted chili corn salsa medium black beans rice fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,382,8,False,10.98,10.98
24,1,canned soda,sprite,1.09,-2.1031214153184683,583,1,False,1.09,1.09
25,1,steak bowl,fresh tomato salsa mild black beans rice fajita veggies cheese sour cream,8.99,-0.013101051867380776,57,6,False,8.99,8.99
26,1,barbacoa soft tacos,fresh tomato salsa fajita vegetables black beans lettuce,9.25,0.0556844284487309,158,4,False,9.25,9.25
26,1,veggie burrito,tomatillo red chili salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,727,8,False,11.25,11.25
27,1,barbacoa bowl,roasted chili corn salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.75,0.717083277642113,465,8,False,11.75,11.75
28,1,steak soft tacos,fresh tomato salsa cheese,9.25,0.0556844284487309,118,2,False,9.25,9.25
28,1,veggie bowl,fresh tomato salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,179,8,False,11.25,11.25
28,1,chicken burrito,fresh tomato salsa rice black beans cheese,8.75,-0.0765953413899455,258,4,False,8.75,8.75
29,1,steak burrito,tomatillored chili salsa hot black beans rice fajita veggies cheese sour cream lettuce,8.99,-0.013101051867380776,851,7,False,8.99,8.99
29,1,steak soft tacos,tomatillored chili salsa hot rice cheese sour cream lettuce,8.99,-0.013101051867380776,884,5,False,8.99,8.99
30,1,izze,blackberry,3.39,-1.4946344740605566,6,1,False,3.39,3.39
30,1,steak burrito,tomatillored chili salsa hot rice cheese,8.99,-0.013101051867380776,886,3,False,8.99,8.99
30,1,chicken burrito,tomatillored chili salsa hot black beans fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,842,7,False,10.98,10.98
31,1,steak burrito,roasted chili corn salsa medium rice black beans sour cream,8.99,-0.013101051867380776,407,4,False,8.99,8.99
32,1,steak burrito,tomatillored chili salsa hot black beans rice cheese sour cream lettuce,8.99,-0.013101051867380776,847,6,False,8.99,8.99
33,1,chicken burrito,tomatillo red chili salsa rice black beans cheese sour cream,8.75,-0.0765953413899455,753,5,False,8.75,8.75
34,1,chicken soft tacos,tomatillo red chili salsa rice cheese sour cream lettuce,8.75,-0.0765953413899455,771,5,False,8.75,8.75
34,1,chicken bowl,fresh tomato salsa rice black beans pinto beans cheese lettuce,8.75,-0.0765953413899455,266,6,False,8.75,8.75
34,1,chicken bowl,fresh tomato salsa rice black beans cheese sour cream lettuce,8.75,-0.0765953413899455,256,6,False,8.75,8.75
35,1,chicken soft tacos,roasted chili corn salsa rice cheese lettuce guacamole,11.25,0.5848035078034366,538,5,False,11.25,11.25
36,1,barbacoa burrito,fresh tomato salsa rice pinto beans cheese sour cream lettuce,9.25,0.0556844284487309,323,6,False,9.25,9.25
36,1,chicken burrito,fresh tomato salsa rice black beans cheese sour cream lettuce,8.75,-0.0765953413899455,256,6,False,8.75,8.75
37,1,chicken burrito,tomatillo green chili salsa rice black beans sour cream cheese,8.75,-0.0765953413899455,653,5,False,8.75,8.75
37,1,steak soft tacos,tomatillo red chili salsa,9.25,0.0556844284487309,799,1,False,9.25,9.25
38,1,veggie bowl,tomatillored chili salsa hot pinto beans black beans rice fajita veggies lettuce,8.49,-0.14538082170605718,866,6,False,8.49,8.49
38,1,steak bowl,tomatillored chili salsa hot pinto beans rice fajita veggies cheese lettuce,8.99,-0.013101051867380776,873,6,False,8.99,8.99
39,1,carnitas burrito,fresh tomato salsa rice pinto beans sour cream cheese,9.25,0.0556844284487309,330,5,False,9.25,9.25
40,1,steak bowl,fresh tomato salsa rice black beans cheese sour cream guacamole,11.75,0.717083277642113,255,6,False,11.75,11.75
40,1,steak bowl,fresh tomato salsa fajita vegetables cheese sour cream guacamole,11.75,0.717083277642113,165,5,False,11.75,11.75
40,1,steak crispy tacos,fresh tomato salsa sour cream,9.25,0.0556844284487309,123,2,False,9.25,9.25
41,1,carnitas burrito,roasted chili corn salsa sour cream guacamole,11.75,0.717083277642113,581,3,False,11.75,11.75
42,1,barbacoa bowl,fresh tomato salsa fajita vegetables rice cheese sour cream,9.25,0.0556844284487309,203,5,False,9.25,9.25
43,1,carnitas bowl,fresh tomato salsa fajita vegetables rice black beans cheese guacamole lettuce,11.75,0.717083277642113,176,7,False,11.75,11.75
43,1,chicken burrito,tomatillo red chili salsa rice black beans cheese,8.75,-0.0765953413899455,754,4,False,8.75,8.75
44,1,chicken bowl,tomatillo red chili salsa rice fajita vegetables sour cream lettuce,8.75,-0.0765953413899455,785,5,False,8.75,8.75
45,1,steak burrito,tomatillogreen chili salsa medium rice cheese sour cream lettuce,8.99,-0.013101051867380776,829,5,False,8.99,8.99
45,1,steak bowl,tomatillogreen chili salsa medium rice cheese sour cream lettuce,8.99,-0.013101051867380776,829,5,False,8.99,8.99
46,1,veggie burrito,fresh tomato salsa mild black beans rice fajita veggies sour cream lettuce,8.49,-0.14538082170605718,61,6,False,8.49,8.49
46,1,nantucket nectar,pineapple orange banana,3.39,-1.4946344740605566,362,1,False,3.39,3.39
47,1,steak burrito,roasted chili corn salsa medium rice black beans fajita veggies sour cream,8.99,-0.013101051867380776,402,5,False,8.99,8.99
47,1,canned soda,dr pepper,1.09,-2.1031214153184683,17,1,False,1.09,1.09
48,1,steak burrito,roasted chili corn salsa fajita vegetables rice cheese sour cream lettuce,9.25,0.0556844284487309,486,6,False,9.25,9.25
49,1,chicken bowl,tomatillo red chili salsa rice black beans cheese sour cream lettuce,8.75,-0.0765953413899455,752,6,False,8.75,8.75
50,1,chicken burrito,tomatillogreen chili salsa medium pinto beans rice cheese sour cream,8.49,-0.14538082170605718,822,5,False,8.49,8.49
51,1,barbacoa bowl,tomatillored chili salsa hot tomatillogreen chili salsa medium rice pinto beans fajita veggies cheese sour cream lettuce,8.99,-0.013101051867380776,1041,8,False,8.99,8.99
51,1,chicken burrito,tomatillored chili salsa hot tomatillogreen chili salsa medium rice pinto beans cheese lettuce,8.49,-0.14538082170605718,1040,6,False,8.49,8.49
51,1,canned soda,diet dr pepper,1.09,-2.1031214153184683,16,1,False,1.09,1.09
52,1,steak soft tacos,roasted chili corn salsa medium tomatillored chili salsa hot cheese sour cream lettuce,8.99,-0.013101051867380776,1001,5,False,8.99,8.99
53,1,chicken burrito,tomatillo red chili salsa rice black beans sour cream cheese lettuce,8.75,-0.0765953413899455,761,6,False,8.75,8.75
53,1,barbacoa burrito,tomatillo green chili salsa rice black beans sour cream cheese lettuce,9.25,0.0556844284487309,652,6,False,9.25,9.25
54,1,chicken bowl,fresh tomato salsa guacamole cheese sour cream fajita vegetables rice,11.25,0.5848035078034366,226,6,False,11.25,11.25
55,1,steak burrito,roasted chili corn salsa medium rice black beans fajita veggies sour cream,8.99,-0.013101051867380776,402,5,False,8.99,8.99
55,1,canned soda,coca cola,1.09,-2.1031214153184683,13,1,False,1.09,1.09
56,1,barbacoa bowl,tomatillo red chili salsa rice pinto beans cheese lettuce,9.25,0.0556844284487309,787,5,False,9.25,9.25
57,1,barbacoa burrito,roasted chili corn salsa rice pinto beans cheese guacamole lettuce,11.75,0.717083277642113,560,6,False,11.75,11.75
58,1,chicken burrito,tomatillogreen chili salsa medium pinto beans rice cheese sour cream,8.49,-0.14538082170605718,822,5,False,8.49,8.49
59,1,chicken burrito,roasted chili corn salsa medium rice black beans sour cream guacamole,10.98,0.5133724320905514,405,5,False,10.98,10.98
60,1,chicken salad bowl,tomatillo green chili salsa sour cream cheese guacamole,22.5,3.5610983291736558,688,4,False,22.5,22.5
61,1,barbacoa bowl,tomatillo red chili salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.75,0.717083277642113,727,8,False,11.75,11.75
62,1,chicken bowl,fresh tomato salsa rice fajita vegetables sour cream cheese guacamole,11.25,0.5848035078034366,310,6,False,11.25,11.25
63,1,chicken bowl,tomatillo green chili salsa rice sour cream cheese guacamole,11.25,0.5848035078034366,683,5,False,11.25,11.25
64,1,chicken bowl,fresh tomato salsa fajita vegetables rice black beans cheese guacamole lettuce,11.25,0.5848035078034366,176,7,False,11.25,11.25
64,1,veggie bowl,tomatillo red chili salsa fajita vegetables black beans cheese guacamole lettuce,11.25,0.5848035078034366,715,6,False,11.25,11.25
65,1,barbacoa burrito,tomatillo red chili salsa rice sour cream cheese guacamole,11.75,0.717083277642113,794,5,False,11.75,11.75
65,1,carnitas bowl,roasted chili corn salsa rice fajita vegetables black beans sour cream cheese,9.25,0.0556844284487309,548,6,False,9.25,9.25
66,1,steak burrito,tomatillogreen chili salsa medium rice black beans sour cream guacamole,11.48,0.6456522019292278,826,5,False,11.48,11.48
67,1,steak burrito,tomatillored chili salsa hot rice cheese sour cream lettuce,17.98,2.3652892098320213,884,5,False,17.98,17.98
68,1,chicken burrito,tomatillo red chili salsa rice black beans sour cream cheese lettuce,17.5,2.238300630786892,761,6,False,17.5,17.5
69,1,chicken burrito,tomatillogreen chili salsa medium pinto beans rice cheese sour cream,8.49,-0.14538082170605718,822,5,False,8.49,8.49
70,1,chicken bowl,fresh tomato salsa fajita vegetables rice lettuce,17.5,2.238300630786892,207,4,False,17.5,17.5
71,1,veggie bowl,tomatillo red chili salsa fajita vegetables rice black beans cheese guacamole lettuce,11.25,0.5848035078034366,724,7,False,11.25,11.25
71,1,steak burrito,tomatillo green chili salsa rice cheese guacamole lettuce,11.75,0.717083277642113,656,5,False,11.75,11.75
72,1,chicken burrito,roasted chili corn salsa medium tomatillored chili salsa hot black beans rice fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,996,9,False,10.98,10.98
73,1,chicken bowl,fresh tomato salsa mild black beans rice fajita veggies cheese sour cream lettuce,8.49,-0.14538082170605718,56,7,False,8.49,8.49
73,1,chicken burrito,roasted chili corn salsa medium tomatillored chili salsa hot black beans rice fajita veggies cheese guacamole lettuce,10.98,0.5133724320905514,995,8,False,10.98,10.98
73,1,canned soda,diet coke,2.18,-1.8147515170701536,15,1,False,2.18,2.18
74,1,carnitas bowl,roasted chili corn salsa medium pinto beans rice fajita veggies cheese sour cream guacamole lettuce,11.48,0.6456522019292278,398,8,False,11.48,11.48
74,1,veggie bowl,fresh tomato salsa mild roasted chili corn salsa medium black beans rice fajita veggies cheese sour cream lettuce,8.49,-0.14538082170605718,916,8,False,8.49,8.49
75,1,chicken burrito,tomatillo red chili salsa rice black beans cheese guacamole lettuce,11.25,0.5848035078034366,745,6,False,11.25,11.25
75,1,barbacoa crispy tacos,tomatillo red chili salsa rice black beans cheese sour cream guacamole,11.75,0.717083277642113,751,6,False,11.75,11.75
75,1,chicken burrito,tomatillo red chili salsa rice cheese sour cream,8.75,-0.0765953413899455,772,4,False,8.75,8.75
76,1,chicken burrito,tomatillored chili salsa hot fresh tomato salsa mild rice black beans cheese lettuce,8.49,-0.14538082170605718,1033,6,False,8.49,8.49
76,1,canned soda,diet dr pepper,2.18,-1.8147515170701536,16,1,False,2.18,2.18
77,1,chicken burrito,tomatillored chili salsa hot black beans rice cheese sour cream lettuce,8.49,-0.14538082170605718,847,6,False,8.49,8.49
77,1,nantucket nectar,apple,3.39,-1.4946344740605566,5,1,False,3.39,3.39
78,1,chicken burrito,tomatillogreen chili salsa medium lettuce,8.49,-0.14538082170605718,801,2,False,8.49,8.49
78,1,steak soft tacos,roasted chili corn salsa medium lettuce,8.99,-0.013101051867380776,370,2,False,8.99,8.99
79,1,chicken bowl,roasted chili corn salsa medium black beans rice fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,382,8,False,10.98,10.98
80,1,steak burrito,fresh tomato salsa mild rice black beans sour cream guacamole,11.48,0.6456522019292278,98,5,False,11.48,11.48
81,1,chicken burrito,tomatillogreen chili salsa medium rice fajita veggies cheese sour cream,8.49,-0.14538082170605718,833,5,False,8.49,8.49
81,1,canned soda,coca cola,1.09,-2.1031214153184683,13,1,False,1.09,1.09
81,1,canned soda,dr pepper,1.09,-2.1031214153184683,17,1,False,1.09,1.09
82,1,barbacoa soft tacos,tomatillo red chili salsa rice pinto beans cheese sour cream,9.25,0.0556844284487309,789,5,False,9.25,9.25
82,1,chicken bowl,fresh tomato salsa rice black beans sour cream,8.75,-0.0765953413899455,280,4,False,8.75,8.75
83,1,steak soft tacos,fresh tomato salsa cheese sour cream,9.25,0.0556844284487309,149,3,False,9.25,9.25
83,1,veggie salad bowl,fresh tomato salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,179,8,False,11.25,11.25
84,1,steak bowl,fresh tomato salsa mild rice fajita veggies guacamole lettuce,11.48,0.6456522019292278,110,5,False,11.48,11.48
84,1,chicken burrito,roasted chili corn salsa medium rice cheese sour cream lettuce,8.49,-0.14538082170605718,409,5,False,8.49,8.49
84,1,chicken burrito,roasted chili corn salsa medium rice cheese lettuce,8.49,-0.14538082170605718,408,4,False,8.49,8.49
85,1,steak burrito,roasted chili corn salsa medium fajita veggies cheese lettuce sour cream rice,8.99,-0.013101051867380776,390,6,False,8.99,8.99
86,1,veggie bowl,roasted chili corn salsa fajita vegetables rice cheese sour cream guacamole lettuce,11.25,0.5848035078034366,484,7,False,11.25,11.25
86,1,chicken bowl,fresh tomato salsa rice cheese sour cream,8.75,-0.0765953413899455,290,4,False,8.75,8.75
87,1,canned soda,coca cola,1.09,-2.1031214153184683,13,1,False,1.09,1.09
87,1,steak burrito,roasted chili corn salsa medium rice black beans sour cream,8.99,-0.013101051867380776,407,4,False,8.99,8.99
88,1,chicken burrito,tomatillogreen chili salsa medium pinto beans rice cheese sour cream,8.49,-0.14538082170605718,822,5,False,8.49,8.49
89,1,chicken bowl,roasted chili corn salsa medium tomatillored chili salsa hot black beans rice fajita veggies guacamole lettuce,10.98,0.5133724320905514,998,7,False,10.98,10.98
89,1,canned soda,diet coke,1.09,-2.1031214153184683,15,1,False,1.09,1.09
90,1,chicken burrito,tomatillo red chili salsa rice black beans sour cream cheese lettuce guacamole,11.25,0.5848035078034366,760,7,False,11.25,11.25
90,1,chicken burrito,tomatillo green chili salsa rice pinto beans sour cream cheese lettuce,8.75,-0.0765953413899455,680,6,False,8.75,8.75
91,1,chicken burrito,tomatillored chili salsa hot black beans rice cheese sour cream lettuce,8.49,-0.14538082170605718,847,6,False,8.49,8.49
91,1,nantucket nectar,peach orange,3.39,-1.4946344740605566,361,1,False,3.39,3.39
92,1,chicken bowl,fresh tomato salsa rice cheese lettuce,8.75,-0.0765953413899455,285,4,False,8.75,8.75
92,1,steak bowl,roasted chili corn salsa rice black beans cheese sour cream lettuce,9.25,0.0556844284487309,519,6,False,9.25,9.25
93,1,chicken bowl,roasted chili corn salsa fajita vegetables rice black beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,465,8,False,11.25,11.25
93,1,veggie bowl,roasted chili corn salsa rice black beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,517,7,False,11.25,11.25
93,1,chicken bowl,roasted chili corn salsa fajita vegetables rice black beans pinto beans cheese sour cream guacamole lettuce,11.25,0.5848035078034366,475,9,False,11.25,11.25
94,1,chicken salad bowl,fresh tomato salsa fajita vegetables pinto beans guacamole,22.5,3.5610983291736558,174,4,False,22.5,22.5
95,1,steak bowl,tomatillo green chili salsa fajita vegetables rice black beans cheese guacamole lettuce,11.75,0.717083277642113,609,7,False,11.75,11.75
96,1,chicken burrito,tomatillo red chili salsa rice black beans cheese sour cream,8.75,-0.0765953413899455,753,5,False,8.75,8.75
96,1,chicken crispy tacos,tomatillo red chili salsa cheese sour cream lettuce,17.5,2.238300630786892,713,4,False,17.5,17.5
96,1,chicken bowl,tomatillo green chili salsa rice black beans cheese sour cream,8.75,-0.0765953413899455,643,5,False,8.75,8.75
97,1,barbacoa bowl,tomatillo red chili salsa rice black beans cheese,9.25,0.0556844284487309,754,4,False,9.25,9.25
97,1,chicken bowl,roasted chili corn salsa rice black beans cheese sour cream,8.75,-0.0765953413899455,520,5,False,8.75,8.75
98,1,barbacoa burrito,tomatillo red chili salsa rice cheese lettuce,9.25,0.0556844284487309,768,4,False,9.25,9.25
98,1,chicken bowl,tomatillo green chili salsa rice pinto beans sour cream lettuce,8.75,-0.0765953413899455,681,5,False,8.75,8.75
99,1,veggie burrito,tomatillo red chili salsa black beans cheese guacamole,11.25,0.5848035078034366,700,4,False,11.25,11.25
100,1,steak burrito,roasted chili corn salsa medium rice black beans sour cream,8.99,-0.013101051867380776,407,4,False,8.99,8.99
100,1,canned soda,mountain dew,1.09,-2.1031214153184683,359,1,False,1.09,1.09
101,1,steak burrito,tomatillogreen chili salsa medium black beans rice cheese sour cream lettuce,8.99,-0.013101051867380776,807,6,False,8.99,8.99
102,1,chicken bowl,fresh tomato salsa fajita vegetables rice black beans cheese sour cream lettuce,8.75,-0.0765953413899455,181,7,False,8.75,8.75
103,1,steak burrito,tomatillo red chili salsa rice black beans cheese sour cream guacamole lettuce,11.75,0.717083277642113,750,7,False,11.75,11.75
103,1,steak burrito,tomatillo red chili salsa rice black beans cheese,9.25,0.0556844284487309,754,4,False,9.25,9.25
103,1,carnitas soft tacos,tomatillo green chili salsa fajita vegetables pinto beans cheese,9.25,0.0556844284487309,606,4,False,9.25,9.25
104,1,carnitas burrito,fresh tomato salsa rice pinto beans sour cream cheese,9.25,0.0556844284487309,330,5,False,9.25,9.25
105,1,chicken burrito,tomatillo red chili salsa rice black beans cheese sour cream lettuce,17.5,2.238300630786892,752,6,False,17.5,17.5
106,1,chicken burrito,fresh tomato salsa rice pinto beans cheese sour cream,8.75,-0.0765953413899455,324,5,False,8.75,8.75
106,1,steak bowl,fresh tomato salsa rice black beans pinto beans cheese sour cream,9.25,0.0556844284487309,270,6,False,9.25,9.25
107,1,chicken burrito,roasted chili corn salsa medium rice fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,413,7,False,10.98,10.98
108,1,steak burrito,roasted chili corn salsa medium rice fajita veggies cheese lettuce,8.99,-0.013101051867380776,412,5,False,8.99,8.99
108,1,canned soda,mountain dew,1.09,-2.1031214153184683,359,1,False,1.09,1.09
108,1,canned soda,dr pepper,1.09,-2.1031214153184683,17,1,False,1.09,1.09
108,1,barbacoa burrito,tomatillored chili salsa hot fresh tomato salsa mild tomatillogreen chili salsa medium rice pinto beans cheese,8.99,-0.013101051867380776,1031,6,False,8.99,8.99
109,1,chicken salad,roasted chili corn salsa medium black beans rice fajita veggies cheese sour cream guacamole lettuce,10.98,0.5133724320905514,382,8,False,10.98,10.98
109,1,canned soda,diet dr pepper,1.09,-2.1031214153184683,16,1,False,1.09,1.09
110,1,chicken bowl,tomatillo red chili salsa rice cheese lettuce,8.75,-0.0765953413899455,768,4,False,8.75,8.75
110,1,veggie bowl,roasted chili corn salsa rice pinto beans cheese sour cream,8.75,-0.0765953413899455,567,5,False,8.75,8.75
110,1,barbacoa bowl,tomatillo red chili salsa rice cheese lettuce,9.25,0.0556844284487309,768,4,False,9.25,9.25
110,1,barbacoa crispy tacos,roasted chili corn salsa rice cheese lettuce,9.25,0.0556844284487309,539,4,False,9.25,9.25
111,1,chicken salad bowl,fresh tomato salsa fajita vegetables rice cheese sour cream lettuce,8.75,-0.0765953413899455,202,6,False,8.75,8.75
111,1,chicken bowl,fresh tomato salsa rice black beans cheese,8.75,-0.0765953413899455,258,4,False,8.75,8.75
112,1,steak burrito,tomatillored chili salsa hot pinto beans rice fajita veggies cheese sour cream,8.99,-0.013101051867380776,876,6,False,8.99,8.99
112,1,steak bowl,tomatillored chili salsa hot pinto beans rice fajita veggies cheese sour cream,8.99,-0.013101051867380776,876,6,False,8.99,8.99
113,1,steak bowl,roasted chili corn salsa medium rice black beans sour cream,8.99,-0.013101051867380776,407,4,False,8.99,8.99
113,1,canned soda,mountain dew,1.09,-2.1031214153184683,359,1,False,1.09,1.09
114,1,steak bowl,fresh tomato salsa fajita vegetables cheese sour cream guacamole lettuce,11.75,0.717083277642113,164,6,False,11.75,11.75
114,1,canned soft drink,coke,1.25,-2.060791888970092,14,1,False,1.25,1.25
115,1,steak burrito,roasted chili corn salsa medium black beans rice,8.99,-0.013101051867380776,387,3,False,8.99,8.99
116,1,steak soft tacos,fresh tomato salsa rice cheese lettuce,9.25,0.0556844284487309,285,4,False,9.25,9.25
117,1,barbacoa soft tacos,tomatillored chili salsa hot pinto beans cheese sour cream lettuce,8.99,-0.013101051867380776,867,5,False,8.99,8.99
118,1,chicken burrito,tomatillogreen chili salsa medium pinto beans rice cheese sour cream,8.49,-0.14538082170605718,822,5,False,8.49,8.49
119,1,chicken burrito,fresh tomato salsa mild roasted chili corn salsa medium pinto beans rice fajita veggies cheese sour cream lettuce,8.49,-0.14538082170605718,925,8,False,8.49,8.49
119,1,chicken burrito,roasted chili corn salsa medium black beans rice cheese sour cream lettuce,8.49,-0.14538082170605718,378,6,False,8.49,8.49
120,1,chicken burrito,tomatillored chili salsa hot black beans rice cheese,8.49,-0.14538082170605718,849,4,False,8.49,8.49
121,1,chicken burrito,fresh tomato salsa mild black beans rice cheese sour cream,8.49,-0.14538082170605718,52,5,False,8.49,8.49
122,1,steak soft tacos,tomatillored chili salsa hot rice cheese lettuce,8.99,-0.013101051867380776,881,4,False,8.99,8.99
122,1,canned soda,coca cola,1.09,-2.1031214153184683,13,1,False,1.09,1.09
123,1,steak salad bowl,tomatillo red chili salsa black beans cheese guacamole,23.78,3.8997345399606678,700,4,False,23.78,23.78
124,1,chicken bowl,fresh tomato salsa rice black beans cheese sour cream,17.5,2.238300630786892,257,5,False,17.5,17.5
124,1,chicken bowl,fresh tomato salsa rice cheese sour cream,8.75,-0.0765953413899455,290,4,False,8.75,8.75
125,1,steak bowl,roasted chili corn salsa fajita vegetables rice lettuce,9.25,0.0556844284487309,490,4,False,9.25,9.25
125,1,steak bowl,roasted chili corn salsa rice black beans cheese sour cream lettuce,9.25,0.0556844284487309,519,6,False,9.25,9.25
125,1,veggie bowl,roasted chili corn salsa fajita vegetables rice black beans cheese sour cream lettuce,8.75,-0.0765953413899455,467,7,False,8.75,8.75
126,1,chicken burrito,fresh tomato salsa rice cheese sour cream,8.75,-0.0765953413899455,290,4,False,8.75,8.75
126,1,chicken bowl,roasted chili corn salsa fajita vegetables rice black beans guacamole lettuce,11.25,0.5848035078034366,470,6,False,11.25,11.25
127,1,chicken bowl,tomatillo green chili salsa rice sour cream guacamole lettuce,11.25,0.5848035078034366,685,5,False,11.25,11.25
127,1,canned soft drink,sprite,1.25,-2.060791888970092,583,1,False,1.25,1.25
128,1,steak soft tacos,fresh tomato salsa cheese sour cream,9.25,0.0556844284487309,149,3,False,9.25,9.25
128,1,veggie salad bowl,fresh tomato salsa fajita vegetables lettuce guacamole sour cream cheese black beans rice,11.25,0.5848035078034366,170,8,False,11.25,11.25
129,1,steak burrito,tomatillo green chili salsa rice cheese guacamole,11.75,0.717083277642113,657,4,False,11.75,11.75
